10240	0
8193	0
4100	0
301061	0
301060	0
6157	0
9910286	0
2063	0
2064	0
301072	0
4114	0
12313	0
9609241	0
6171	0
8222	0
9703465	0
2096	0
4151	0
4154	0
10299	0
2108	0
9609276	0
9910335	0
9910336	0
4160	0
12354	0
9906244	0
10308	0
12357	0
9910340	0
9607251	0
6235	0
9910365	0
9904225	0
4193	0
9906275	0
9306212	0
2149	0
2147	0
9908325	0
9310314	0
211054	0
9607279	0
4208	0
8303	0
9910387	0
9912435	0
9904245	0
211062	0
209017	0
209018	0
209019	0
9609343	0
9904257	0
9910402	0
9904259	0
9908357	0
9902215	0
9912457	0
2186	0
8334	0
211091	0
209047	0
211095	0
9904281	0
9605273	0
9310363	0
9910428	0
211101	0
301210	0
9611423	0
9910433	0
209059	0
207015	0
211111	0
9910442	0
9611435	0
9904302	0
6319	0
9605301	0
9902267	0
9308348	0
9904316	0
209083	0
9902271	0
6339	0
2246	0
209094	0
9904328	0
9611465	0
9906378	0
301257	0
9607372	0
9906381	0
9910472	0
9304271	0
209103	0
209104	0
9603292	0
9904349	0
9910494	0
205022	0
209117	0
301276	0
209123	0
209127	0
9902312	0
207080	0
209131	0
9910516	0
2293	0
205047	0
209147	0
205053	0
9812222	0
9902339	0
205061	0
9607433	0
9908489	0
9607437	0
203021	0
9904399	0
205070	0
209169	0
9910546	0
9906450	0
9906456	0
9812249	0
9910554	0
9908513	0
9605413	0
9906469	0
209192	0
9302316	0
9212204	0
203052	0
9812273	0
201012	0
207157	0
9906487	0
9902396	0
201022	0
211264	0
9601346	0
211266	0
209222	0
201031	0
207174	0
9808205	0
9904465	0
9810257	0
9812307	0
9906516	0
201042	0
209240	0
9904474	0
203099	0
9906525	0
9906530	0
211300	0
9906539	0
9808236	0
9210221	0
207227	0
9902460	0
9808254	0
9902462	0
201087	0
201089	0
203138	0
201090	0
207238	0
9812360	0
9812361	0
9806218	0
201099	0
9507212	0
9808270	0
9806223	0
201105	0
211354	0
9812381	0
205216	0
203169	0
9507234	0
203181	0
201134	0
211375	0
9806256	0
207281	0
9507249	0
9812403	0
111030	0
205241	0
9806272	0
9808327	0
109003	0
205261	0
203214	0
9810387	0
211414	0
209368	0
9802201	0
109017	0
209373	0
207326	0
9802209	0
9808353	0
9804262	0
9810408	0
205290	0
207342	0
9808367	0
205295	0
207348	0
205300	0
207350	0
9806328	0
9505275	0
109053	0
107007	0
9505281	0
111108	0
211462	0
203273	0
9509387	0
109067	0
9507344	0
9507348	0
9505301	0
9804310	0
9507352	0
111130	0
111131	0
111137	0
111138	0
9810467	0
9806375	0
9806376	0
9507371	0
111150	0
9509423	0
9802287	0
111156	0
9505334	0
9810493	0
9806400	0
9507393	0
9808451	0
111172	0
9810501	0
105029	0
109124	0
9810505	0
201290	0
9505359	0
9804367	0
9503316	0
9808470	0
109150	0
9503327	0
111199	0
111203	0
9808485	0
9505385	0
9806442	0
9810542	0
9712238	0
9804400	0
105071	0
9808498	0
9505395	0
103024	0
107123	0
109172	0
103026	0
105080	0
111224	0
105087	0
9710209	0
105089	0
9806466	0
9804421	0
103052	0
107150	0
111247	0
109200	0
9505425	0
105105	0
9411219	0
9712278	0
111254	0
107161	0
9806490	0
9806492	0
105119	0
9712290	0
9712291	0
103076	0
101026	0
111269	0
101035	0
107186	0
105139	0
9708213	0
105144	0
9503417	0
111290	0
9806534	0
105159	0
105163	0
107214	0
9503439	0
103122	0
111317	0
109275	0
109277	0
107231	0
111330	0
9411299	0
101091	0
101093	0
105196	0
111342	0
9706228	0
105204	0
9706230	0
9706239	0
107264	0
103170	0
105223	0
107274	0
103179	0
9411339	0
9411341	0
9708301	0
107277	0
9708308	0
9712409	0
101148	0
107298	0
9706281	0
101163	0
9411373	0
107310	0
11054	0
105265	0
103220	0
105269	0
9712439	0
111418	0
9710403	0
9706309	0
111432	0
105293	0
9041	0
105297	0
105298	0
103252	0
9702229	0
101207	0
9702231	0
103258	0
9409372	0
9702243	0
9712493	0
9708397	0
9712495	0
101231	0
9708403	0
101244	0
11136	0
9091	0
103300	0
9092	0
5007	0
5008	0
5011	0
103318	0
302218	0
9712537	0
9702298	0
9710491	0
101273	0
7065	0
7076	0
9141	0
9409464	0
9911224	0
9706426	0
302017	0
9702343	0
